"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Mayiladuthurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-09-22","   .00 %","","   .00 %","","   .58 %","   .56 %","  1.03 %","  1.48 %","   .00 %","   .65 %","  7.04 %","","  1.09 %","  1.35 %","   .47 %","   .00 %","   .00 %","","   .26 %","","   .00 %","  1.64 %","  5.00 %","","   .00 %","   .81 %","","   .00 %","   .00 %","  4.17 %","  1.72 %","","  2.38 %","  2.03 %","  1.20 %","   .38 %","  1.52 %","   .00 %","   .71 %","   .00 %","  1.23 %","  2.11 %","  1.44 %","   .48 %","  1.11 %","   .00 %","",""
"2020-09-23","   .00 %","","   .00 %","","   .38 %","   .20 %","  1.02 %","  2.43 %","   .00 %","   .65 %","   .00 %","","  1.08 %","   .33 %","   .00 %","   .00 %","  1.96 %","","   .00 %","","  1.33 %","  1.61 %","  9.52 %","","   .00 %","   .80 %","","  2.61 %","   .66 %","  3.27 %","  -.85 %","","   .78 %","  3.97 %","  1.18 %","  1.34 %","   .00 %","   .00 %","   .00 %","   .52 %","  1.22 %","  4.12 %","   .95 %","   .00 %","  1.10 %","   .00 %","",""
"2020-09-24","   .00 %","","   .00 %","","   .38 %","   .45 %","  1.52 %","   .47 %","  4.55 %","   .00 %","  1.32 %","","   .00 %","   .33 %","   .46 %","  2.78 %","  1.92 %","","   .26 %","","  1.32 %","  1.59 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  2.11 %","   .00 %","","   .77 %","  1.27 %","   .58 %","   .38 %","  1.49 %","   .00 %","   .00 %","   .51 %","  2.41 %","  8.91 %","  1.41 %","  1.91 %","  1.09 %","   .48 %","",""
"2020-09-25","   .00 %","","   .00 %","","   .95 %","   .55 %","  1.49 %","   .94 %","  4.35 %","   .65 %","  1.30 %","","  1.06 %","   .66 %","   .00 %","   .00 %","  5.66 %","","   .53 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.59 %","","   .00 %","   .00 %","  2.76 %","   .85 %","","   .76 %","  1.26 %","   .00 %","   .38 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.64 %","  1.39 %","  3.29 %","   .00 %","   .00 %","",""
"2020-09-26","   .00 %","","  2.63 %","","   .75 %","   .67 %","  1.23 %","   .47 %","   .00 %","   .00 %","  3.85 %","","   .00 %","   .33 %","   .00 %","   .00 %","  1.79 %","","   .52 %","","  2.60 %","  1.56 %","   .00 %","","   .00 %","  3.12 %","","   .85 %","  1.31 %","  2.01 %","   .85 %","","   .76 %","  3.73 %","  1.74 %","   .75 %","   .00 %","   .85 %","   .70 %","   .00 %","  1.18 %","  3.51 %","  1.37 %","  1.82 %","  1.08 %","   .00 %","",""
"2020-09-27","   .00 %","","   .00 %","","   .56 %","   .54 %","  1.21 %","  2.33 %","   .00 %","  1.28 %","  2.47 %","","   .00 %","   .65 %","   .46 %","  5.41 %","  5.26 %","","   .26 %","","  1.27 %","  1.54 %","  4.35 %","","   .00 %","  2.27 %","","   .00 %","   .00 %","  1.97 %","   .84 %","","   .75 %","  1.20 %","   .57 %","   .37 %","  1.45 %","   .00 %","  1.40 %","  1.02 %","  1.16 %","  6.78 %","   .45 %","   .45 %","  1.06 %","   .48 %","",""
"2020-09-28","","","   .00 %","","   .56 %","   .41 %","  1.44 %","   .45 %","   .00 %","  1.27 %","   .00 %","","   .00 %","  1.62 %","   .92 %","   .00 %","  1.67 %","","   .26 %","","  1.25 %","  6.06 %","  4.17 %","","   .00 %","  2.22 %","","   .00 %","   .65 %","   .65 %","   .00 %","","  1.49 %","  1.78 %","   .00 %","   .55 %","  1.43 %","   .00 %","   .00 %","   .51 %","  4.60 %","  2.38 %","  1.79 %","  1.33 %","   .00 %","   .00 %","",""
"2020-09-29","   .00 %","","   .00 %","","  1.10 %","   .51 %","   .24 %","   .90 %","   .00 %","   .00 %","  4.82 %","","  1.05 %","   .32 %","   .45 %","   .00 %","  1.64 %","","   .52 %","","   .00 %","  1.43 %","   .00 %","","   .00 %","   .72 %","","   .00 %","   .00 %","  2.88 %","   .83 %","","   .74 %","  1.16 %","   .00 %","   .18 %","  1.41 %","   .84 %","   .00 %","   .50 %","  2.20 %","  1.55 %","   .88 %","  3.95 %","  1.05 %","   .00 %","",""
"2020-09-30","   .00 %","","   .00 %","","   .55 %","   .47 %","  2.59 %","  1.79 %","  8.33 %","   .00 %","  1.15 %","","   .00 %","   .64 %","   .45 %","  2.56 %","  1.61 %","","   .00 %","","  1.23 %","  1.41 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  1.56 %","   .00 %","","   .73 %","  2.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.50 %","  1.08 %","  4.58 %","  1.31 %","  1.69 %","   .00 %","   .48 %","",""
"2020-10-01","   .00 %","","   .00 %","","  1.09 %","   .56 %","  1.83 %","   .00 %","   .00 %","  1.25 %","  2.27 %","","  1.04 %","   .32 %","   .45 %","   .00 %","  1.59 %","","   .00 %","","  1.22 %","  1.39 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.92 %","   .92 %","   .00 %","","   .72 %","  1.12 %","   .00 %","   .92 %","  1.39 %","   .00 %","  2.07 %","   .00 %","  4.26 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","",""
"2020-10-02","   .00 %","","  2.56 %","","   .18 %","   .40 %","  1.35 %","  1.32 %","  3.85 %","  1.23 %","   .00 %","","   .00 %","  1.26 %","   .45 %","  2.50 %","   .00 %","","   .52 %","","  1.20 %","  4.11 %","   .00 %","","   .00 %","  1.44 %","","   .00 %","  1.26 %","  2.43 %","   .00 %","","   .72 %","  1.67 %","   .00 %","   .36 %","   .00 %","   .00 %","  2.03 %","   .00 %","   .00 %","  1.46 %","  1.29 %","   .82 %","   .00 %","   .00 %","",""
"2020-10-03","   .00 %",""," -2.50 %","","   .54 %","   .65 %","  1.11 %","  2.61 %","  7.41 %","   .61 %","   .00 %","","   .00 %","   .93 %","   .00 %","   .00 %","  3.12 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.42 %","","   .00 %","   .00 %","  2.08 %","   .00 %","","   .00 %","   .55 %","   .00 %","   .91 %","  1.37 %","   .00 %","   .66 %","   .00 %","  1.02 %","  2.16 %","   .00 %","   .41 %","   .00 %","   .47 %","",""
"2020-10-04","   .00 %","","  2.56 %","","  1.25 %","   .37 %","  1.54 %","   .42 %","  3.45 %","   .00 %","  2.22 %","","  1.03 %","   .31 %","   .45 %","   .00 %","  4.55 %","","   .51 %","","  1.19 %","   .00 %"," 12.00 %","","   .00 %","   .70 %","","   .84 %","   .00 %","   .87 %","   .00 %","","  2.14 %","   .54 %","  1.14 %","   .54 %","   .00 %","   .83 %","  1.97 %","   .00 %","  2.02 %","  1.41 %","   .00 %","   .41 %","   .00 %","   .00 %","",""
"2020-10-05","   .00 %","","  2.50 %","","   .53 %","   .58 %","  1.52 %","   .00 %","   .00 %","  1.21 %","  2.17 %","","   .00 %","   .92 %","   .89 %","   .00 %","   .00 %","","   .26 %","","   .00 %","  2.63 %","   .00 %","","   .00 %","   .69 %","","   .00 %","  1.24 %","   .29 %","   .00 %","","  1.40 %","  1.08 %","   .56 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.96 %","  2.08 %","   .00 %","   .81 %","   .00 %","   .47 %","",""
"2020-10-06","","","   .00 %","","   .35 %","   .76 %","   .21 %","   .84 %","   .00 %","   .60 %","   .00 %","","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  2.56 %","  3.57 %","","   .00 %","   .00 %","","   .00 %","   .61 %","  2.59 %","   .00 %","","   .00 %","   .53 %","  1.12 %","  1.07 %","   .00 %","   .00 %","   .65 %","   .50 %","   .95 %","  2.04 %","   .43 %","  1.20 %","  1.04 %","   .00 %","",""
"2020-10-07","   .00 %","","  2.44 %","","   .52 %","   .54 %","  1.28 %","   .84 %","   .00 %","   .60 %","   .00 %","","   .00 %","  1.19 %","   .44 %","   .00 %","  4.35 %","","  -.25 %","","  2.35 %","  5.00 %","   .00 %","","   .00 %","   .69 %","","   .00 %","   .61 %","  1.68 %","   .83 %","","   .00 %","  1.06 %","   .00 %","   .53 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %","  1.69 %","   .40 %","  1.03 %","   .00 %","",""
"2020-10-08","   .00 %","","  2.38 %","","   .87 %","   .45 %","   .63 %","  1.24 %","  6.67 %","   .59 %","  1.06 %","","  1.02 %","   .29 %","   .88 %","   .00 %","  4.17 %","","   .51 %","","   .00 %","  2.38 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.21 %","   .55 %","   .00 %","","   .00 %","  2.63 %","   .55 %","   .53 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","  2.77 %","   .00 %","   .47 %","",""
"2020-10-09","   .00 %","","  2.33 %","","  1.03 %","   .66 %","   .84 %","   .41 %","  9.38 %","  1.18 %","   .00 %","","   .00 %","   .59 %","   .00 %","   .00 %","  1.33 %","","   .25 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.50 %","  1.80 %","   .82 %","   .00 %","","   .69 %","   .51 %","  1.10 %","   .17 %","   .00 %","   .83 %","   .00 %","   .50 %","   .94 %","   .65 %","   .83 %","  1.92 %","   .00 %","   .00 %","",""
"2020-10-10","   .00 %","","   .00 %","","   .85 %","   .68 %","   .83 %","   .82 %","   .00 %","   .00 %","  3.16 %","","   .00 %","   .29 %","   .87 %","  4.88 %","  3.95 %","","   .25 %","","  1.15 %","   .00 %","  3.45 %","","   .00 %","   .00 %","","   .00 %","   .59 %","   .82 %","   .00 %","","   .68 %","  1.53 %","   .00 %","   .35 %","  1.28 %","   .00 %","   .64 %","   .50 %","   .93 %","   .00 %","   .83 %","   .38 %","  1.02 %","   .47 %","",""
"2020-10-11","   .00 %","","   .00 %","","   .34 %","   .56 %","   .82 %","   .81 %"," 11.43 %","   .00 %","  2.04 %","","   .00 %","   .87 %","   .86 %","   .00 %","   .00 %","","   .25 %","","  2.27 %","  1.16 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .58 %","   .54 %","   .82 %","","   .68 %","  1.01 %","   .54 %","  1.22 %","  3.80 %","   .00 %","   .00 %","   .00 %","   .93 %","   .00 %","   .41 %","  1.13 %","   .00 %","   .00 %","",""
"2020-10-12"," ##.## %","","   .00 %","","  1.18 %","   .38 %","  1.22 %","  1.20 %","  5.13 %","   .58 %","  1.00 %","","   .00 %","   .58 %","   .85 %","   .00 %","   .00 %","","   .00 %","","  2.22 %","  1.15 %","   .00 %","","   .00 %","   .00 %","","   .81 %","   .00 %","   .54 %","   .00 %","","   .00 %","  1.00 %","   .00 %","  1.20 %","   .00 %","   .00 %","   .00 %","   .99 %","   .92 %","   .65 %","   .41 %","  1.49 %","   .00 %","   .00 %","",""
"2020-10-13","   .00 %","","   .00 %","","   .66 %","   .38 %","  1.01 %","  1.19 %","   .00 %","   .58 %","  1.98 %","","   .00 %","   .57 %","   .00 %","   .00 %","  3.80 %","","   .25 %","","   .00 %","   .00 %","  3.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","","   .00 %","   .99 %","   .54 %","   .34 %","   .00 %","   .82 %","   .00 %","   .00 %","  3.64 %","  2.56 %","   .81 %","   .73 %","  1.01 %","   .00 %","",""
"2020-10-14","","","  2.27 %","","   .66 %","   .32 %","  1.00 %","   .78 %","   .00 %","  1.72 %","   .00 %","","   .00 %","   .57 %","   .42 %","   .00 %","  2.44 %","","   .75 %","","  1.09 %","   .00 %","  3.23 %","","   .00 %","   .00 %","","   .00 %","   .58 %","   .53 %","   .00 %","","   .00 %","   .98 %","   .00 %","   .51 %","  2.44 %","   .00 %","   .64 %","   .49 %","   .00 %","   .62 %","   .00 %","  1.09 %","   .00 %","   .00 %","",""
"2020-10-15","","","  2.22 %","","   .33 %","   .61 %","   .79 %","   .39 %","   .00 %","   .00 %","  1.94 %","","  1.01 %","   .85 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.15 %","   .00 %","  3.12 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .26 %","   .00 %","","   .68 %","   .48 %","   .00 %","   .34 %","  1.19 %","   .00 %","   .63 %","   .00 %","   .00 %","   .62 %","   .81 %","   .36 %","   .00 %","   .00 %","",""
"2020-10-16","   .00 %","","   .00 %","","   .65 %","   .52 %","   .20 %","   .78 %","  7.32 %","   .00 %","  4.76 %","","   .00 %","   .28 %","   .00 %","   .00 %","  2.38 %","","   .00 %","","  2.11 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .79 %","   .00 %","","   .67 %","   .96 %","   .00 %","   .17 %","   .00 %","   .81 %","  1.89 %","   .00 %","  1.75 %","  1.23 %","   .40 %","  1.43 %","   .00 %","   .93 %","",""
"2020-10-17","","","   .00 %","","   .81 %","   .37 %","  1.17 %","   .38 %","  4.55 %","   .00 %","  1.82 %","","  1.00 %","   .56 %","   .00 %","   .00 %","  2.33 %","","   .50 %","","  1.03 %","  2.27 %","  3.03 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .78 %","   .81 %","","   .67 %","   .00 %","   .54 %","   .17 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","  1.41 %","   .00 %","   .00 %","",""
"2020-10-18","","","   .00 %","","  1.13 %","   .46 %","   .97 %","   .00 %","  2.17 %","  1.69 %","   .00 %","","   .00 %","   .56 %","   .00 %","   .00 %","  1.14 %","","   .25 %","","  2.04 %","   .00 %","  2.94 %","","   .00 %","   .68 %","","   .81 %","   .00 %","  1.29 %","   .00 %","","   .00 %","   .48 %","   .53 %","   .17 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .61 %","   .40 %","  1.39 %","   .00 %","   .00 %","",""
"2020-10-19","   .00 %","","   .00 %","","   .64 %","   .54 %","   .19 %","   .77 %","   .00 %","   .00 %","   .00 %","","   .99 %","   .28 %","   .00 %","   .00 %","  4.49 %","","   .99 %","","  2.00 %","  1.11 %","  2.86 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .26 %","   .00 %","","   .00 %","   .47 %","   .00 %","   .50 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .61 %","   .79 %","   .34 %","  2.00 %","   .00 %","",""
"2020-10-20","   .00 %","","   .00 %","","   .79 %","   .20 %","   .38 %","   .38 %","  4.26 %","   .00 %","   .00 %","","   .00 %","  1.11 %","   .84 %","   .00 %","  2.15 %","","   .25 %","","  1.96 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.60 %","   .00 %","   .25 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .66 %","  1.14 %","   .00 %","   .62 %","   .49 %","   .86 %","  3.01 %","   .39 %","   .34 %","   .00 %","   .46 %","",""
"2020-10-21","","","   .00 %","","   .63 %","   .28 %","   .19 %","   .00 %","   .00 %","   .56 %","  1.79 %","","   .00 %","   .82 %","   .00 %","   .00 %","  1.05 %","","   .49 %","","   .96 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.16 %","   .51 %","   .00 %","","   .00 %","   .47 %","   .53 %","   .33 %","   .00 %","   .00 %","   .61 %","   .49 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .46 %","",""
"2020-10-22","   .00 %","","   .00 %","","   .78 %","   .37 %","   .19 %","   .00 %"," -2.04 %","   .00 %","   .88 %","","   .00 %","   .27 %","   .00 %","   .00 %","  2.08 %","","   .24 %","","   .95 %","   .00 %","  2.78 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  1.26 %","   .81 %","","   .00 %","   .94 %","   .53 %","   .33 %","   .00 %","   .00 %","  1.83 %","   .00 %","   .00 %","  1.75 %","   .78 %","   .00 %","   .98 %","   .00 %","",""
"2020-10-23","","","   .00 %","","   .15 %","   .31 %","   .38 %","   .38 %","   .00 %","   .55 %","   .87 %","","   .00 %","   .81 %","   .00 %","   .00 %","  1.02 %","","   .00 %","","   .94 %","   .00 %","   .00 %","","   .00 %","   .68 %","","   .00 %","   .00 %","   .25 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .33 %","  1.12 %","   .81 %","   .00 %","   .48 %","   .00 %","  1.15 %","   .39 %","   .34 %","   .00 %","   .00 %","",""
"2020-10-24","","","   .00 %","","   .77 %","   .08 %","   .75 %","   .00 %","   .00 %","   .55 %","   .86 %","","   .00 %","  1.08 %","   .42 %","   .00 %","  3.03 %","","   .24 %","","  1.87 %","   .00 %","   .00 %","","  5.00 %","   .00 %","","   .00 %","   .00 %","   .50 %","   .00 %","","   .00 %","   .47 %","   .00 %","   .16 %","   .00 %","  1.60 %","  -.60 %","   .00 %","   .00 %","   .57 %","   .00 %","   .67 %","   .97 %","   .00 %","",""
"2020-10-25","   .00 %","","   .00 %","","   .46 %","   .25 %","   .56 %","   .38 %","  4.17 %","   .00 %","   .85 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .92 %","  2.20 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .50 %","   .00 %","","   .66 %","   .00 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .85 %","  1.13 %","   .00 %","   .67 %","   .00 %","   .00 %","",""
"2020-10-26","","","   .00 %","","  1.22 %","   .20 %","   .19 %","   .38 %"," -2.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .83 %","   .00 %","  1.96 %","","   .24 %","","   .91 %","   .00 %","  2.70 %","","   .00 %","   .68 %","","   .79 %","   .57 %","   .00 %","   .00 %","","   .66 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","   .56 %","   .00 %","   .33 %","   .00 %","   .46 %","",""
"2020-10-27","","","   .00 %","","   .30 %","   .22 %","   .37 %","   .37 %"," -2.04 %","   .00 %","   .85 %","","   .98 %","   .00 %","   .00 %","   .00 %","  1.92 %","","   .48 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .78 %","   .00 %","   .74 %","   .80 %","","   .00 %","   .00 %","   .00 %","  -.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-28","","","  2.17 %","","   .30 %","   .25 %","  1.30 %","   .37 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .27 %","   .00 %","  2.33 %","   .00 %","","   .00 %","","   .00 %","  1.08 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .57 %","   .49 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .79 %","   .00 %","   .00 %","   .85 %","  1.08 %","   .38 %","   .33 %","   .96 %","   .00 %","",""
"2020-10-29","","","   .00 %","","   .30 %","   .28 %","  1.10 %","   .00 %","   .00 %","   .00 %","   .84 %","","   .00 %","   .53 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  1.80 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .78 %","   .00 %","   .49 %","   .00 %","","   .00 %","   .46 %","   .53 %","   .00 %","  4.40 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.07 %","   .00 %","   .33 %","   .00 %","   .00 %","",""
"2020-10-30","","","   .00 %","","   .15 %","   .36 %","   .54 %","   .37 %","   .00 %","   .55 %","   .00 %","","   .00 %","   .26 %","   .83 %","   .00 %","   .00 %","","   .24 %","","  1.77 %","   .00 %","  2.63 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .48 %","   .00 %","","   .00 %","  1.38 %","   .52 %","   .32 %","  2.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-10-31","","","   .00 %","","   .30 %","   .33 %","   .18 %","   .00 %","   .00 %","   .00 %","  2.50 %","","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","","   .24 %","","   .00 %","   .00 %","  2.56 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .65 %","  2.06 %","   .00 %","   .60 %","   .00 %","   .00 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-01","","","   .00 %","","   .15 %","   .30 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","","   .97 %","  1.31 %","   .00 %","  2.27 %","   .00 %","","   .00 %","","  1.74 %","  1.06 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","  1.31 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .66 %","   .95 %","   .00 %","",""
"2020-11-02","","","   .00 %","","  1.19 %","   .19 %","   .90 %","   .00 %","   .00 %","   .00 %","   .81 %","","   .00 %","  1.55 %","   .41 %","   .00 %","   .00 %","","   .24 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .48 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .45 %","",""
"2020-11-03","","","   .00 %","","   .15 %","   .22 %","   .36 %","   .37 %","  2.08 %","   .00 %","  1.61 %","","   .96 %","   .51 %","   .41 %","   .00 %","   .00 %","","   .00 %","","   .85 %","  1.05 %"," -2.50 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .96 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .48 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .33 %","   .00 %","   .45 %","",""
"2020-11-04","","","   .00 %","","   .15 %","   .14 %","   .71 %","   .00 %","   .00 %","   .00 %","  2.38 %","","   .00 %","  1.02 %","   .00 %","   .00 %","   .00 %","","   .48 %","","  1.69 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .38 %","   .65 %","   .94 %","   .00 %","",""
"2020-11-05","","","   .00 %","","   .44 %","   .30 %","   .18 %","   .00 %","   .00 %","   .00 %","   .78 %","","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","","   .24 %","","   .00 %","   .00 %","  2.56 %","","   .00 %","  1.34 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .16 %","  1.00 %","   .78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .32 %","   .00 %","   .00 %","",""
"2020-11-06","","","   .00 %","","   .00 %","   .35 %","   .35 %","   .00 %","   .00 %","  1.09 %","  1.54 %","","   .00 %","   .00 %","   .41 %","   .00 %","   .94 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .66 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .32 %","   .00 %","   .00 %","",""
"2020-11-07","","","   .00 %","","   .73 %","   .14 %","   .18 %","   .00 %","  2.04 %","   .00 %","   .00 %","","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","","   .24 %","","   .83 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .77 %","   .59 %","   .00 %","   .00 %","   .51 %","   .00 %","   .64 %","   .93 %","   .00 %","",""
"2020-11-08","","","   .00 %","","   .00 %","   .14 %","   .70 %","   .00 %","   .00 %","   .54 %","   .76 %","","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .66 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .64 %","   .00 %","   .00 %","",""
"2020-11-09","","","   .00 %","","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.75 %","","   .00 %","   .25 %","   .40 %","   .00 %","   .00 %","","   .00 %","","   .83 %","  1.04 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .51 %","   .00 %","   .00 %","   .93 %","   .00 %","",""
"2020-11-10","","","   .00 %","","   .14 %","   .22 %","   .17 %","   .37 %","   .00 %","   .00 %","   .76 %","","   .00 %","   .25 %","   .00 %","  2.22 %","   .93 %","","   .00 %","","   .00 %","  1.03 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .90 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .48 %","   .84 %","  1.02 %","  1.13 %","   .00 %","  -.92 %","   .00 %","",""
"2020-11-11","","","   .00 %","","   .00 %","   .35 %","   .87 %","   .37 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .40 %","   .00 %","   .93 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .65 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .99 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .45 %","",""
